prompt,pattern
Uncaught ReferenceError: setGitStatus is not defined,Instructional
"How does markdownIt works? Why did you choose it over the default, and why over others?",Zero-shot
"Great, but here you choosed it over another technology, which is not a parser but a ...",Zero-shot
I like this approach very much!,Zero-shot
./change.sh: line 62: sponge: command not found,Zero-shot
./change.sh: line 30: child: command not found,Zero-shot
I think the component should mark the div containing the markdown and the rules restricted to it,Zero-shot
Use es6 modules,Zero-shot
I cannot make this work. I would prefer using a generator instead,Zero-shot
Alien.cppFileAlien.hFilemain.cppFileCan you check that the numbers in main is correct?,Zero-shot
i want you to check that the numbers in main's output is in fact correct,Zero-shot
Refactor to eliminate the filename being duplicated!,Zero-shot
"The script should not call itself.
Also: ./change.sh: line 8: child: command not found",Zero-shot
ok but a little girlier - add some teal?,Zero-shot
can you make the main section grow to take up the whole page but leave the footer visible,Zero-shot
"awesome. now add another section that has a big square and a button that's centered below the square and says ""randomize""",Zero-shot
can you center the first section as well,Zero-shot
oops that didn't work! here's the error I found in the console: `Uncaught TypeError: Cannot read properties of null (reading 'addEventListener')`,Instructional
ok putting the script at the end of the file worked! could we keep the js import in the head section though and update the script to use an onload listener?,Instructional
"nice. now can I have three boxes, where clicking the existing button will pick a new different random color for each of the three boxes? they should be laid out horizontally but the button should still be below them",Zero-shot
ooh that almost works but now the button is also horizontal - I wanted the button to be below the boxes,Zero-shot
ok now add a sidebar  and change whatever code is needed to show a history of all of our generated palettes in the sidebar. it should update whenever we click the randomize button,Zero-shot
"there are a few problems here:
1. the sidebar doesn't go all the way up to the header. it should go up to the header and down to the footer
2. if the content is taller than that, it should scroll rather than make the content bigger. we should always be able to see the footer
3. it's only showing me the hex codes of the previous history. I want to see mini squares of the same palettes.
4. it's appending the old palette hex codes to a flat list, but I wanted to see the *groups* of palettes",Instructional
"ok, close enough. next to each item in the history, can you add a copy button (it should have a copy icon, no text) that will paste the list of hex codes into the clipboard/",Instructional
nice - can you remove the border around the icon and center it vertically with the rest of the palette items?,Zero-shot
can you make the palette history part of the main section instead of a separate aside? the height is still getting messed up,Zero-shot
can you put the palette history on the left side of the main section instead of below the buttons,Zero-shot
the sidebar is now on the right instead of on the left,Zero-shot
"the sidebar is taking up a dynamic width, can you make it a narrower fixed width and have the other section take up the rest of space?",Zero-shot
can you add some padding in between the sections?,Zero-shot
hmmm maybe I meant margin - the right-hand side is blocking the drop shadow of the left hand side because they're touching,Zero-shot
"love it. now can you add a delete button (again with an icon, not text) in the history so I can remove palettes I don't like?",Zero-shot
uh oh where did hte copy button go?,Zero-shot
what's the full js?,Zero-shot
great! can you also align the trash can icon like the copy icon?,Zero-shot
"I noticed that the system prompt is not injected to the prompt at the very beginning,  but it should be (it will be empty if not needed to inject).",Zero-shot
please add some more common backup patterns.,Zero-shot
"We also need to update the filtered list to use the extracted code. FUll script again, same goal.",Instructional
"./change.sh: line 11: ./src/frontend/components/utils/LongTapDetector.jsx: No such file or directory
There is no utils/ dir, put it to MultiSelect/
Shouldn't LongTapDetector be .js instead of .jsx?",Zero-shot
"the trashcan is visible exactly when the N files are in attention msg is visible. No need to store this boolean, just render the trashcan togethet with the message. Full script, same goal.",Zero-shot
"What is ""fas fa-trash""? Can you do this with unicode, no deps?",Zero-shot
Can you make a script that installs or makes sure all the appriorirate depednaencies are installed?,Zero-shot
sudo nano /etc/apt/sources.list.d/certbot-ubuntu-certbot-bullseye.list is empty,Instructional
"is that a bash file? if not, what does sh stand for?",Zero-shot
"MultiSelect.jsx?t=1694422708678:18 Uncaught (in promise) TypeError: undefined is not iterable (cannot read property Symbol(Symbol.iterator))
    at _$$component.location (MultiSelect.jsx?t=1694422708678:18:45)",Instructional
"The full script with the same goal again, please",Zero-shot
"Use 'EOF', not EOF",Zero-shot
"Uncaught SyntaxError: The requested module '/frontend/components/DisplayComponent.jsx' does not provide an export named 'DisplayComponent' (at TasksList.jsx:4:10)

Anyway, do not create so trivial components!",Instructional
handleTaskChange should go to handleTaskChange.js,Zero-shot
"PromptDescriptorViewer.jsx is misplaced, should be moved to components. Please extend the script!",Zero-shot
Great! Create a directory for api services (cal it just service) and move handleTaskChange.js and fetchDescriptor.js into it!,Zero-shot
"10:12:28 PM [vite] Internal server error: Failed to resolve import ""./PromptDescriptorViewer"" from ""src/frontend/App.jsx"". Does the file exist?",Zero-shot
Implement Stage 2!,Zero-shot
"Works! The only problem is that PromptDescriptorViewer got reimplemented in TasksLists, but it should be reused instead.",Instructional
How to force a rerender in Solid?,Zero-shot
Seems like resultset is not reactive.,Zero-shot
"Great, but rename api.js to generatePrompt.js! Dump all the modified/new files again!",Zero-shot
"npm ERR! code E404
npm ERR! 404 Not Found - GET https://registry.npmjs.org/@solid-js%2fweb - Not found
npm ERR! 404 
npm ERR! 404  '@solid-js/web@*' is not in this registry.
npm ERR! 404 
npm ERR! 404 Note that you can also install from a
npm ERR! 404 tarball, folder, http url, or git url.",Zero-shot
'Access-Control-Allow-Origin' is missing,Zero-shot
"Great, but split this huge file! Provide the full content of each new file!",Zero-shot
Uncaught SyntaxError: The requested module '/@fs/Users/ko/projects-new/Junior/node_modules/.vite/deps/solid-js.js?v=06de8ade' does not provide an export named 'derived' (at MultiSelect.jsx?t=1693814858596:9:24),Zero-shot
They got smaller but do not fill the space available,Zero-shot
Looks better but still not working. Do we really need the double divs in ChangeFinalization?,Zero-shot
use onPaste!,Zero-shot
Use ES6 imports!,Zero-shot
Do we need +x for a node command?,Zero-shot
./change.sh: line 47: sponge: command not found,Zero-shot
The command should go to the bin section of package.json,Zero-shot
Add #!/usr/bin/env node to the beginning of init.js,Zero-shot
SyntaxError: Octal escape sequences are not allowed in strict mode.,Zero-shot
Calculate the path using dirname,Zero-shot
"'src', 'frontend',  are not needed",Zero-shot
"file:///Users/ko/projects-new/Junior/src/llm/openai/createApi.js:24
    systemMessage: await getSystemPrompt(),

make it async and await it. Also import getSystemPrompt",Zero-shot
Pass the model to createApi,Zero-shot
It never shows anything,Zero-shot
Is it a good idea to create the terminal inside the effect?,Zero-shot
"If empty, just do nothing",Zero-shot
Do we need dispose?,Zero-shot
All three is full-width now. Do not stretch them to the content.,Zero-shot
"why px-12? YOu should set the width, not the margin",Zero-shot
Why do you call the dir scripts? What are 7 alternatives and why are they good?,Zero-shot
"But why is this program a script? What if we rewrite it with real git integration? Goes then still to ""scripts""?",Zero-shot
"OK, rewrite the script to use git integration, and mkdir -p git",Zero-shot
"When executing commands, beware that integrations/vscode is a subfolder of the current project",Zero-shot
Avoid sponge,Zero-shot
Eliminate writeToFile.js,Zero-shot
"This fails to work, as there is no streaming of the output. I need to see stdout immediately, without buffering.",Zero-shot
"yes, do it with shell. And try to split the file logically!",Zero-shot
Create me an udev rule which starts a script when a USB stick identified by ID_SERIAL_SHORT is plugged in and also mounted on arch linux,Zero-shot
add as dependency independent_backups-cleanup-service,Zero-shot
"add a handler for the ""Reload udev rules"" which is triggered if Copy udev rule to the rules directory or Copy backup script to the scripts directory changed something",Zero-shot
remove the handler from Copy backup script to the scripts directory,Zero-shot
show me all files and their structure,Zero-shot
change the name of backup.sh to backup-to-swappable.sh,Zero-shot
what is the content of backup-to-swappable.sh,Zero-shot
add an procedure to also start the backup on boot,Zero-shot
create me a script to create all the files for this ansible role,Zero-shot
Why not handleCommitMessageChange in CommitMessageInput? What do we get with this extra complexity of propping?,Zero-shot
Why is that the good place for it on the UI? I think it should be before commitbutton.,Zero-shot
Not really. There should be nothing between them.,Zero-shot
The projectRoot in startvite also needs to be updated,Zero-shot
"ReferenceError: ejs is not defined
    at createPrompt (file:///Users/ko/projects-new/gpcontrib/src/prompt/createPrompt.js:21:18)",Instructional
"One more thing: when displaying the prompt on the website, show it as markdown!",Zero-shot
Thanks for highlighting that - i'm not sure about this line: `title = {`,Zero-shot
"thanks, now regenerate the example and add the description value from the schema, as a comment next to it",Zero-shot
"thanks. I actually liked the example where you added all possible attributes. Could you do that again, and also include the description in those",Zero-shot
